supplier_id,location,rating,quantity,lead_time_days,sku,order_date,order_year,order_month,order_quarter,order_day_of_week,delivery_delay_days,is_late
"S007","Los Angeles",3.36,83,7,"SKU0025","2020-12-26",2020,12,4,7,4,1
"S005","Seattle",4.66,48,18,"SKU0009","2020-06-09",2020,6,2,3,8,1
"S003","Los Angeles",3.04,406,7,"SKU0004","2020-04-18",2020,4,2,7,3,1
"S007","Los Angeles",3.36,168,18,"SKU0014","2019-01-28",2019,1,1,2,4,1
"S007","Los Angeles",3.36,80,14,"SKU0005","2024-10-26",2024,10,4,7,2,1
"S001","Houston",4.2,456,17,"SKU0002","2019-12-31",2019,12,4,3,4,1
"S007","Los Angeles",3.36,321,9,"SKU0011","2020-06-09",2020,6,2,3,-2,0
"S005","Seattle",4.66,250,7,"SKU0009","2022-08-28",2022,8,3,1,-2,0
"S004","Seattle",4.94,435,14,"SKU0024","2021-06-01",2021,6,2,3,6,1
"S010","Seattle",4.05,454,5,"SKU0003","2021-10-27",2021,10,4,4,2,1
"S003","Los Angeles",3.04,307,5,"SKU0027","2021-10-23",2021,10,4,7,2,1
"S001","Houston",4.2,449,4,"SKU0028","2023-07-05",2023,7,3,4,0,0
"S004","Seattle",4.94,45,10,"SKU0029","2021-07-07",2021,7,3,4,2,1
"S005","Seattle",4.66,93,8,"SKU0009","2023-11-10",2023,11,4,6,0,0
"S010","Seattle",4.05,461,10,"SKU0003","2023-03-12",2023,3,1,1,6,1
"S007","Los Angeles",3.36,383,9,"SKU0025","2024-03-21",2024,3,1,5,6,1
"S001","Houston",4.2,272,15,"SKU0002","2022-04-30",2022,4,2,7,3,1
"S005","Seattle",4.66,319,5,"SKU0012","2023-07-13",2023,7,3,5,-2,0
"S003","Los Angeles",3.04,394,11,"SKU0010","2020-04-29",2020,4,2,4,4,1
"S005","Seattle",4.66,181,8,"SKU0009","2024-09-06",2024,9,3,6,4,1
"S002","Seattle",4.42,385,15,"SKU0015","2020-12-14",2020,12,4,2,7,1
"S003","Los Angeles",3.04,182,18,"SKU0008","2021-11-28",2021,11,4,1,7,1
"S007","Los Angeles",3.36,371,5,"SKU0025","2024-05-30",2024,5,2,5,1,1
"S007","Los Angeles",3.36,56,17,"SKU0005","2022-07-20",2022,7,3,4,5,1
"S007","Los Angeles",3.36,388,7,"SKU0011","2022-06-08",2022,6,2,4,3,1
"S003","Los Angeles",3.04,150,6,"SKU0027","2024-11-03",2024,11,4,1,1,1
"S001","Houston",4.2,384,10,"SKU0002","2019-05-06",2019,5,2,2,1,1
"S004","Seattle",4.94,415,7,"SKU0024","2020-06-20",2020,6,2,7,-1,0
"S001","Houston",4.2,127,13,"SKU0028","2024-09-03",2024,9,3,3,-1,0
"S002","Seattle",4.42,286,19,"SKU0015","2023-05-23",2023,5,2,3,9,1
"S004","Seattle",4.94,223,11,"SKU0006","2019-03-08",2019,3,1,6,1,1
"S003","Los Angeles",3.04,229,10,"SKU0008","2019-08-21",2019,8,3,4,2,1
"S003","Los Angeles",3.04,402,19,"SKU0027","2024-11-26",2024,11,4,3,5,1
"S007","Los Angeles",3.36,35,16,"SKU0005","2022-03-15",2022,3,1,3,3,1
"S004","Seattle",4.94,18,13,"SKU0016","2024-11-28",2024,11,4,5,1,1
"S008","Los Angeles",3.37,280,13,"SKU0026","2019-04-21",2019,4,2,1,8,1
"S002","Seattle",4.42,19,9,"SKU0018","2023-02-02",2023,2,1,5,4,1
"S004","Seattle",4.94,481,8,"SKU0006","2024-09-12",2024,9,3,5,5,1
"S007","Los Angeles",3.36,387,8,"SKU0005","2020-09-14",2020,9,3,2,-1,0
"S001","Houston",4.2,130,16,"SKU0028","2023-03-22",2023,3,1,4,9,1
"S004","Seattle",4.94,134,10,"SKU0016","2022-07-29",2022,7,3,6,4,1
"S009","Los Angeles",3.61,179,11,"SKU0013","2023-10-28",2023,10,4,7,-1,0
"S001","Houston",4.2,81,5,"SKU0028","2024-05-29",2024,5,2,4,-1,0
"S007","Los Angeles",3.36,161,11,"SKU0005","2021-05-26",2021,5,2,4,5,1
"S009","Los Angeles",3.61,217,7,"SKU0013","2024-06-12",2024,6,2,4,-1,0
"S009","Los Angeles",3.61,58,18,"SKU0017","2022-08-05",2022,8,3,6,8,1
"S002","Seattle",4.42,163,16,"SKU0018","2022-12-31",2022,12,4,7,6,1
"S003","Los Angeles",3.04,356,16,"SKU0008","2023-09-30",2023,9,3,7,9,1
"S009","Los Angeles",3.61,302,6,"SKU0013","2023-05-25",2023,5,2,5,-2,0
"S002","Seattle",4.42,77,12,"SKU0030","2023-03-07",2023,3,1,3,6,1
"S004","Seattle",4.94,59,12,"SKU0029","2023-06-19",2023,6,2,2,-2,0
"S010","Seattle",4.05,161,20,"SKU0019","2022-03-06",2022,3,1,1,7,1
"S008","Los Angeles",3.37,28,18,"SKU0026","2021-01-28",2021,1,1,5,7,1
"S010","Seattle",4.05,109,9,"SKU0003","2019-08-31",2019,8,3,7,-1,0
"S004","Seattle",4.94,69,15,"SKU0024","2021-11-29",2021,11,4,2,3,1
"S003","Los Angeles",3.04,176,17,"SKU0008","2019-08-17",2019,8,3,7,3,1
"S001","Houston",4.2,211,10,"SKU0002","2021-07-08",2021,7,3,5,-2,0
"S003","Los Angeles",3.04,354,7,"SKU0008","2022-05-31",2022,5,2,3,4,1
"S003","Los Angeles",3.04,155,9,"SKU0027","2019-01-06",2019,1,1,1,5,1
"S009","Los Angeles",3.61,412,10,"SKU0013","2020-04-12",2020,4,2,1,-1,0
"S009","Los Angeles",3.61,173,15,"SKU0013","2023-10-22",2023,10,4,1,5,1
"S009","Los Angeles",3.61,467,11,"SKU0001","2019-03-16",2019,3,1,7,6,1
"S004","Seattle",4.94,490,13,"SKU0006","2019-01-04",2019,1,1,6,3,1
"S004","Seattle",4.94,448,16,"SKU0024","2024-02-14",2024,2,1,4,2,1
"S010","Seattle",4.05,251,12,"SKU0019","2020-10-07",2020,10,4,4,9,1
"S004","Seattle",4.94,78,18,"SKU0016","2019-04-28",2019,4,2,1,6,1
"S003","Los Angeles",3.04,184,15,"SKU0008","2023-06-18",2023,6,2,1,9,1
"S001","Houston",4.2,58,13,"SKU0028","2024-07-14",2024,7,3,1,8,1
"S009","Los Angeles",3.61,492,14,"SKU0001","2021-08-04",2021,8,3,4,6,1
"S003","Los Angeles",3.04,117,7,"SKU0027","2023-01-04",2023,1,1,4,-2,0
"S003","Los Angeles",3.04,235,14,"SKU0027","2019-07-13",2019,7,3,7,8,1
"S004","Seattle",4.94,170,9,"SKU0016","2021-04-26",2021,4,2,2,0,0
"S005","Seattle",4.66,128,17,"SKU0009","2022-11-16",2022,11,4,4,6,1
"S009","Los Angeles",3.61,158,21,"SKU0013","2022-12-29",2022,12,4,5,8,1
"S007","Los Angeles",3.36,474,3,"SKU0011","2023-07-27",2023,7,3,5,-1,0
"S009","Los Angeles",3.61,159,22,"SKU0013","2022-12-04",2022,12,4,1,9,1
"S007","Los Angeles",3.36,441,6,"SKU0025","2022-02-15",2022,2,1,3,1,1
"S010","Seattle",4.05,302,8,"SKU0021","2023-12-16",2023,12,4,7,1,1
"S003","Los Angeles",3.04,152,4,"SKU0010","2020-12-24",2020,12,4,5,-1,0
"S003","Los Angeles",3.04,428,13,"SKU0004","2019-08-13",2019,8,3,3,0,0
"S003","Los Angeles",3.04,485,10,"SKU0027","2020-06-15",2020,6,2,2,0,0
"S004","Seattle",4.94,464,12,"SKU0006","2019-04-23",2019,4,2,3,-2,0
"S001","Houston",4.2,169,15,"SKU0028","2024-12-27",2024,12,4,6,3,1
"S009","Los Angeles",3.61,20,15,"SKU0007","2020-07-12",2020,7,3,1,5,1
"S007","Los Angeles",3.36,147,19,"SKU0005","2024-08-10",2024,8,3,7,9,1
"S007","Los Angeles",3.36,466,14,"SKU0011","2024-11-07",2024,11,4,5,0,0
"S009","Los Angeles",3.61,87,16,"SKU0013","2020-10-15",2020,10,4,5,2,1
"S008","Los Angeles",3.37,86,9,"SKU0026","2019-11-16",2019,11,4,7,-2,0
"S007","Los Angeles",3.36,450,13,"SKU0025","2023-04-23",2023,4,2,1,7,1
"S010","Seattle",4.05,263,11,"SKU0019","2024-01-03",2024,1,1,4,4,1
"S002","Seattle",4.42,418,14,"SKU0023","2024-04-01",2024,4,2,2,7,1
"S003","Los Angeles",3.04,267,8,"SKU0010","2019-05-19",2019,5,2,1,-2,0
"S003","Los Angeles",3.04,329,18,"SKU0010","2024-07-19",2024,7,3,6,9,1
"S007","Los Angeles",3.36,300,19,"SKU0011","2021-06-20",2021,6,2,1,8,1
"S010","Seattle",4.05,272,16,"SKU0021","2020-11-20",2020,11,4,6,6,1
"S002","Seattle",4.42,94,9,"SKU0030","2024-08-01",2024,8,3,5,5,1
"S009","Los Angeles",3.61,155,16,"SKU0007","2019-01-10",2019,1,1,5,4,1
"S002","Seattle",4.42,332,21,"SKU0018","2019-09-18",2019,9,3,4,7,1
"S003","Los Angeles",3.04,51,10,"SKU0004","2024-04-26",2024,4,2,6,4,1
"S001","Houston",4.2,383,10,"SKU0002","2023-08-01",2023,8,3,3,2,1
"S007","Los Angeles",3.36,134,16,"SKU0014","2024-08-22",2024,8,3,5,2,1
"S009","Los Angeles",3.61,176,12,"SKU0013","2022-04-06",2022,4,2,4,8,1
"S004","Seattle",4.94,434,11,"SKU0029","2023-06-08",2023,6,2,5,2,1
"S005","Seattle",4.66,250,3,"SKU0012","2019-11-17",2019,11,4,1,-2,0
"S009","Los Angeles",3.61,468,10,"SKU0007","2022-09-04",2022,9,3,1,5,1
"S001","Houston",4.2,496,22,"SKU0002","2023-06-25",2023,6,2,1,9,1
"S009","Los Angeles",3.61,289,12,"SKU0013","2024-06-17",2024,6,2,2,8,1
"S007","Los Angeles",3.36,197,11,"SKU0014","2024-04-27",2024,4,2,7,-2,0
"S003","Los Angeles",3.04,311,11,"SKU0027","2024-07-31",2024,7,3,4,1,1
"S009","Los Angeles",3.61,28,14,"SKU0017","2022-01-23",2022,1,1,1,6,1
"S005","Seattle",4.66,77,9,"SKU0009","2023-05-24",2023,5,2,4,6,1
"S009","Los Angeles",3.61,227,16,"SKU0017","2019-08-24",2019,8,3,7,2,1
"S003","Los Angeles",3.04,111,4,"SKU0008","2024-05-23",2024,5,2,5,1,1
"S001","Houston",4.2,51,9,"SKU0002","2019-11-30",2019,11,4,7,0,0
"S001","Houston",4.2,297,10,"SKU0028","2024-03-23",2024,3,1,7,0,0
"S004","Seattle",4.94,176,16,"SKU0024","2020-01-11",2020,1,1,7,9,1
"S009","Los Angeles",3.61,118,16,"SKU0013","2022-03-06",2022,3,1,1,2,1
"S010","Seattle",4.05,45,20,"SKU0003","2023-04-20",2023,4,2,5,7,1
"S004","Seattle",4.94,241,5,"SKU0016","2022-08-12",2022,8,3,6,-2,0
"S004","Seattle",4.94,238,8,"SKU0006","2024-01-30",2024,1,1,3,2,1
"S010","Seattle",4.05,362,11,"SKU0019","2022-10-04",2022,10,4,3,3,1
"S002","Seattle",4.42,173,12,"SKU0030","2021-05-22",2021,5,2,7,4,1
"S009","Los Angeles",3.61,396,14,"SKU0007","2022-06-06",2022,6,2,2,9,1
"S003","Los Angeles",3.04,82,17,"SKU0010","2024-01-26",2024,1,1,6,6,1
"S005","Seattle",4.66,145,14,"SKU0009","2022-08-07",2022,8,3,1,0,0
"S001","Houston",4.2,362,12,"SKU0002","2020-12-25",2020,12,4,6,-1,0
"S001","Houston",4.2,388,9,"SKU0028","2024-08-14",2024,8,3,4,0,0
"S001","Houston",4.2,79,12,"SKU0028","2019-03-19",2019,3,1,3,9,1
"S002","Seattle",4.42,434,15,"SKU0015","2019-05-12",2019,5,2,1,6,1
"S002","Seattle",4.42,496,16,"SKU0030","2020-08-23",2020,8,3,1,9,1
"S007","Los Angeles",3.36,205,11,"SKU0005","2023-11-08",2023,11,4,4,4,1
"S004","Seattle",4.94,278,10,"SKU0029","2021-12-01",2021,12,4,4,6,1
"S005","Seattle",4.66,58,5,"SKU0022","2024-11-06",2024,11,4,4,-1,0
"S003","Los Angeles",3.04,325,16,"SKU0004","2024-02-07",2024,2,1,4,2,1
"S009","Los Angeles",3.61,139,9,"SKU0020","2022-08-11",2022,8,3,5,1,1
"S003","Los Angeles",3.04,453,11,"SKU0004","2020-09-07",2020,9,3,2,-1,0
"S002","Seattle",4.42,14,19,"SKU0018","2024-03-03",2024,3,1,1,6,1
"S003","Los Angeles",3.04,437,15,"SKU0004","2021-11-12",2021,11,4,6,6,1
"S003","Los Angeles",3.04,36,16,"SKU0027","2020-07-28",2020,7,3,3,3,1
"S009","Los Angeles",3.61,169,15,"SKU0017","2024-12-30",2024,12,4,2,8,1
"S005","Seattle",4.66,158,14,"SKU0012","2021-09-19",2021,9,3,1,3,1
"S005","Seattle",4.66,273,10,"SKU0022","2022-06-02",2022,6,2,5,5,1
"S009","Los Angeles",3.61,239,6,"SKU0017","2020-05-17",2020,5,2,1,3,1
"S003","Los Angeles",3.04,209,4,"SKU0010","2024-06-20",2024,6,2,5,-2,0
"S005","Seattle",4.66,59,12,"SKU0022","2021-03-31",2021,3,1,4,1,1
"S009","Los Angeles",3.61,76,10,"SKU0001","2024-11-21",2024,11,4,5,4,1
"S005","Seattle",4.66,309,3,"SKU0022","2024-05-24",2024,5,2,6,-1,0
"S008","Los Angeles",3.37,390,18,"SKU0026","2019-07-17",2019,7,3,4,6,1
"S004","Seattle",4.94,67,12,"SKU0024","2023-07-28",2023,7,3,6,5,1
"S003","Los Angeles",3.04,268,10,"SKU0027","2022-04-17",2022,4,2,1,5,1
"S002","Seattle",4.42,351,18,"SKU0018","2023-01-11",2023,1,1,4,4,1
"S002","Seattle",4.42,335,12,"SKU0018","2023-07-05",2023,7,3,4,1,1
"S007","Los Angeles",3.36,139,5,"SKU0014","2023-08-20",2023,8,3,1,-1,0
"S002","Seattle",4.42,224,8,"SKU0015","2022-08-05",2022,8,3,6,0,0
"S004","Seattle",4.94,181,13,"SKU0029","2024-07-28",2024,7,3,1,9,1
"S005","Seattle",4.66,267,11,"SKU0012","2020-04-22",2020,4,2,4,3,1
"S003","Los Angeles",3.04,111,14,"SKU0004","2022-06-08",2022,6,2,4,9,1
"S003","Los Angeles",3.04,218,23,"SKU0027","2021-07-11",2021,7,3,1,9,1
"S010","Seattle",4.05,300,16,"SKU0003","2020-02-24",2020,2,1,2,2,1
"S009","Los Angeles",3.61,363,20,"SKU0020","2022-01-25",2022,1,1,3,9,1
"S004","Seattle",4.94,480,18,"SKU0029","2021-08-08",2021,8,3,1,5,1
"S005","Seattle",4.66,295,7,"SKU0012","2022-07-01",2022,7,3,6,3,1
"S009","Los Angeles",3.61,125,17,"SKU0007","2024-02-01",2024,2,1,5,3,1
"S004","Seattle",4.94,273,12,"SKU0029","2020-05-31",2020,5,2,1,-2,0
"S007","Los Angeles",3.36,159,12,"SKU0011","2023-07-17",2023,7,3,2,1,1
"S009","Los Angeles",3.61,309,9,"SKU0001","2024-02-09",2024,2,1,6,2,1
"S004","Seattle",4.94,451,19,"SKU0006","2022-02-15",2022,2,1,3,9,1
"S002","Seattle",4.42,45,12,"SKU0015","2024-04-16",2024,4,2,3,8,1
"S002","Seattle",4.42,462,8,"SKU0015","2021-03-25",2021,3,1,5,0,0
"S010","Seattle",4.05,342,11,"SKU0019","2024-03-15",2024,3,1,6,6,1
"S007","Los Angeles",3.36,486,12,"SKU0011","2024-08-24",2024,8,3,7,-2,0
"S008","Los Angeles",3.37,296,17,"SKU0026","2024-09-25",2024,9,3,4,3,1
"S002","Seattle",4.42,312,15,"SKU0023","2019-05-10",2019,5,2,6,3,1
"S008","Los Angeles",3.37,320,14,"SKU0026","2019-04-05",2019,4,2,6,7,1
"S001","Houston",4.2,217,16,"SKU0002","2024-05-09",2024,5,2,5,2,1
"S007","Los Angeles",3.36,115,19,"SKU0014","2021-03-04",2021,3,1,5,9,1
"S001","Houston",4.2,455,14,"SKU0002","2024-01-09",2024,1,1,3,2,1
"S004","Seattle",4.94,167,10,"SKU0029","2024-10-17",2024,10,4,5,7,1
"S003","Los Angeles",3.04,130,9,"SKU0004","2023-08-11",2023,8,3,6,2,1
"S009","Los Angeles",3.61,64,8,"SKU0017","2019-01-11",2019,1,1,6,3,1
"S010","Seattle",4.05,409,11,"SKU0003","2024-02-09",2024,2,1,6,5,1
"S009","Los Angeles",3.61,21,3,"SKU0013","2020-12-12",2020,12,4,7,-1,0
"S005","Seattle",4.66,154,14,"SKU0009","2024-09-01",2024,9,3,1,3,1
